State,County,Winning Party,Dem. Candidate (2016),Dem. Votes,Dem. %,Rep. Candidate (2016),Rep. Votes,Rep. %,Highest Other (2016),Other Votes,Other %
IN,JEFFERSON,R,"Clinton, Hillary",4326,31.9,"Trump, Donald",8546,63.1,"Johnson, Gary",598,4.4
IN,JENNINGS,R,"Clinton, Hillary",2364,21.2,"Trump, Donald",8224,73.8,"Johnson, Gary",529,4.7
IN,JOHNSON,R,"Clinton, Hillary",17318,26,"Trump, Donald",45456,68.4,"Johnson, Gary",3455,5.2
IN,KNOX,R,"Clinton, Hillary",3772,24.3,"Trump, Donald",11077,71.4,"Johnson, Gary",634,4.1
IN,KOSCIUSKO,R,"Clinton, Hillary",6313,19.7,"Trump, Donald",23935,74.6,"Johnson, Gary",1687,5.3
IN,LA PORTE,R,"Clinton, Hillary",19798,43.8,"Trump, Donald",22687,50.2,"Johnson, Gary",2521,5.6
IN,LAGRANGE,R,"Clinton, Hillary",2080,21.7,"Trump, Donald",7025,73.4,"Johnson, Gary",447,4.7
IN,LAKE,D,"Clinton, Hillary",116935,58.1,"Trump, Donald",75625,37.6,"Johnson, Gary",7789,3.9
IN,LAWRENCE,R,"Clinton, Hillary",4210,22,"Trump, Donald",14035,73.3,"Johnson, Gary",832,4.3
IN,MADISON,R,"Clinton, Hillary",18595,34.5,"Trump, Donald",32376,60.1,"Johnson, Gary",2689,5
IN,MARION,D,"Clinton, Hillary",212899,58.8,"Trump, Donald",130360,36,"Johnson, Gary",18190,5
IN,MARSHALL,R,"Clinton, Hillary",4798,26.5,"Trump, Donald",12288,68,"Johnson, Gary",924,5.1
IN,MARTIN,R,"Clinton, Hillary",881,18.3,"Trump, Donald",3697,76.9,"Johnson, Gary",231,4.8
IN,MIAMI,R,"Clinton, Hillary",2766,20.5,"Trump, Donald",9975,74,"Johnson, Gary",699,5.2
IN,MONROE,D,"Clinton, Hillary",34216,58.5,"Trump, Donald",20592,35.2,"Johnson, Gary",2917,5
IN,MONTGOMERY,R,"Clinton, Hillary",3362,22.2,"Trump, Donald",11059,73,"Johnson, Gary",688,4.5
IN,MORGAN,R,"Clinton, Hillary",6040,19.3,"Trump, Donald",23674,75.7,"Johnson, Gary",1472,4.7
IN,NEWTON,R,"Clinton, Hillary",1404,24.2,"Trump, Donald",4077,70.4,"Johnson, Gary",314,5.4
IN,NOBLE,R,"Clinton, Hillary",3904,23.1,"Trump, Donald",12198,72.2,"Johnson, Gary",788,4.7
IN,OHIO,R,"Clinton, Hillary",686,23.5,"Trump, Donald",2118,72.5,"Johnson, Gary",113,3.9
IN,ORANGE,R,"Clinton, Hillary",2048,25,"Trump, Donald",5803,70.8,"Johnson, Gary",341,4.2
IN,OWEN,R,"Clinton, Hillary",1946,22.7,"Trump, Donald",6153,71.9,"Johnson, Gary",423,4.9
IN,PARKE,R,"Clinton, Hillary",1441,21.9,"Trump, Donald",4863,73.9,"Johnson, Gary",272,4.1
IN,PERRY,R,"Clinton, Hillary",3062,38,"Trump, Donald",4556,56.6,"Johnson, Gary",407,5.1
IN,PIKE,R,"Clinton, Hillary",1297,21.7,"Trump, Donald",4398,73.6,"Johnson, Gary",282,4.7
IN,PORTER,R,"Clinton, Hillary",33676,43.6,"Trump, Donald",38832,50.3,"Johnson, Gary",4253,5.5
IN,POSEY,R,"Clinton, Hillary",3521,28.2,"Trump, Donald",8404,67.4,"Johnson, Gary",542,4.3
IN,PULASKI,R,"Clinton, Hillary",1327,24.3,"Trump, Donald",3854,70.6,"Johnson, Gary",256,4.7
IN,PUTNAM,R,"Clinton, Hillary",3356,22.8,"Trump, Donald",10637,72.3,"Johnson, Gary",687,4.7
IN,RANDOLPH,R,"Clinton, Hillary",2446,23.4,"Trump, Donald",7517,71.9,"Johnson, Gary",495,4.7
IN,RIPLEY,R,"Clinton, Hillary",2471,19.3,"Trump, Donald",9806,76.5,"Johnson, Gary",513,4
IN,RUSH,R,"Clinton, Hillary",1525,21.1,"Trump, Donald",5292,73.4,"Johnson, Gary",397,5.5
IN,SCOTT,R,"Clinton, Hillary",2642,29,"Trump, Donald",6074,66.7,"Johnson, Gary",344,3.8
IN,SHELBY,R,"Clinton, Hillary",4247,23.6,"Trump, Donald",12718,70.7,"Johnson, Gary",970,5.4
IN,SPENCER,R,"Clinton, Hillary",2861,28.7,"Trump, Donald",6572,65.9,"Johnson, Gary",526,5.3
IN,ST. JOSEPH,D,"Clinton, Hillary",52252,47.5,"Trump, Donald",52021,47.3,"Johnson, Gary",5186,4.7
IN,STARKE,R,"Clinton, Hillary",2489,27,"Trump, Donald",6367,69,"Johnson, Gary",370,4
IN,STEUBEN,R,"Clinton, Hillary",3744,25.7,"Trump, Donald",10133,69.6,"Johnson, Gary",662,4.5
IN,SULLIVAN,R,"Clinton, Hillary",2113,24.7,"Trump, Donald",6138,71.7,"Johnson, Gary",308,3.6
IN,SWITZERLAND,R,"Clinton, Hillary",930,25.1,"Trump, Donald",2558,69.2,"Johnson, Gary",151,4.1
IN,TIPPECANOE,R,"Clinton, Hillary",27282,43.6,"Trump, Donald",30768,49.2,"Johnson, Gary",4002,6.4
IN,TIPTON,R,"Clinton, Hillary",1587,21.1,"Trump, Donald",5589,74.4,"Johnson, Gary",334,4.4
IN,UNION,R,"Clinton, Hillary",715,21.7,"Trump, Donald",2445,74.3,"Johnson, Gary",126,3.8
IN,VANDERBURGH,R,"Clinton, Hillary",28530,39.3,"Trump, Donald",40496,55.9,"Johnson, Gary",3263,4.5
IN,VERMILLION,R,"Clinton, Hillary",2081,30,"Trump, Donald",4513,65,"Johnson, Gary",321,4.6
IN,VIGO,R,"Clinton, Hillary",15931,40,"Trump, Donald",21937,55.1,"Johnson, Gary",1723,4.3
IN,WABASH,R,"Clinton, Hillary",3018,22.4,"Trump, Donald",9821,72.9,"Johnson, Gary",578,4.3
IN,WARREN,R,"Clinton, Hillary",839,21.3,"Trump, Donald",2898,73.7,"Johnson, Gary",184,4.7
IN,WARRICK,R,"Clinton, Hillary",9086,30.7,"Trump, Donald",19113,64.6,"Johnson, Gary",1390,4.7
IN,WASHINGTON,R,"Clinton, Hillary",2636,23.2,"Trump, Donald",8209,72.1,"Johnson, Gary",491,4.3
IN,WAYNE,R,"Clinton, Hillary",8322,32.5,"Trump, Donald",16028,62.7,"Johnson, Gary",1225,4.8
IN,WELLS,R,"Clinton, Hillary",2586,19.6,"Trump, Donald",10005,75.9,"Johnson, Gary",539,4.1
IN,WHITE,R,"Clinton, Hillary",2590,25.8,"Trump, Donald",6893,68.6,"Johnson, Gary",530,5.3
IN,WHITLEY,R,"Clinton, Hillary",3379,21.6,"Trump, Donald",11358,72.7,"Johnson, Gary",799,5.1
KS,ALLEN,R,"Clinton, Hillary",1433,26.3,"Trump, Donald",3651,66.9,"Johnson, Gary",229,4.2
KS,ANDERSON,R,"Clinton, Hillary",672,20.1,"Trump, Donald",2435,72.7,"Johnson, Gary",151,4.5
KS,ATCHISON,R,"Clinton, Hillary",1989,30.3,"Trump, Donald",4049,61.6,"Johnson, Gary",316,4.8
KS,BARBER,R,"Clinton, Hillary",286,12.7,"Trump, Donald",1850,82.1,"Johnson, Gary",78,3.5
KS,BARTON,R,"Clinton, Hillary",1839,17.9,"Trump, Donald",7888,76.8,"Johnson, Gary",347,3.4
KS,BOURBON,R,"Clinton, Hillary",1336,21.9,"Trump, Donald",4424,72.6,"Johnson, Gary",205,3.4
KS,BROWN,R,"Clinton, Hillary",863,21.4,"Trump, Donald",2906,72,"Johnson, Gary",158,3.9
KS,BUTLER,R,"Clinton, Hillary",6573,23.8,"Trump, Donald",19073,69,"Johnson, Gary",1415,5.1
KS,CHASE,R,"Clinton, Hillary",316,23.1,"Trump, Donald",969,70.8,"Johnson, Gary",45,3.3
KS,CHAUTAUQUA,R,"Clinton, Hillary",197,13.3,"Trump, Donald",1236,83.5,"Johnson, Gary",25,1.7
KS,CHEROKEE,R,"Clinton, Hillary",2005,23.3,"Trump, Donald",6182,71.7,"Johnson, Gary",296,3.4
KS,CHEYENNE,R,"Clinton, Hillary",181,12.9,"Trump, Donald",1173,83.4,"Johnson, Gary",29,2.1
KS,CLARK,R,"Clinton, Hillary",120,11.9,"Trump, Donald",825,82.1,"Johnson, Gary",36,3.6
KS,CLAY,R,"Clinton, Hillary",677,17.7,"Trump, Donald",2891,75.7,"Johnson, Gary",150,3.9
KS,CLOUD,R,"Clinton, Hillary",761,19.4,"Trump, Donald",2919,74.3,"Johnson, Gary",161,4.1
KS,COFFEY,R,"Clinton, Hillary",727,17.9,"Trump, Donald",3050,75,"Johnson, Gary",189,4.6
KS,COMANCHE,R,"Clinton, Hillary",102,11.8,"Trump, Donald",715,82.5,"Johnson, Gary",40,4.6
KS,COWLEY,R,"Clinton, Hillary",3551,28.1,"Trump, Donald",8270,65.5,"Johnson, Gary",479,3.8
KS,CRAWFORD,R,"Clinton, Hillary",5199,34.9,"Trump, Donald",8624,57.9,"Johnson, Gary",672,4.5
KS,DECATUR,R,"Clinton, Hillary",178,12.3,"Trump, Donald",1210,83.3,"Johnson, Gary",42,2.9
KS,DICKINSON,R,"Clinton, Hillary",1609,19.6,"Trump, Donald",6029,73.4,"Johnson, Gary",369,4.5
KS,DONIPHAN,R,"Clinton, Hillary",587,17.4,"Trump, Donald",2606,77.1,"Johnson, Gary",125,3.7
KS,DOUGLAS,D,"Clinton, Hillary",31195,62.3,"Trump, Donald",14688,29.3,"Johnson, Gary",2429,4.8
KS,EDWARDS,R,"Clinton, Hillary",212,16.1,"Trump, Donald",1037,78.6,"Johnson, Gary",33,2.5
KS,ELK,R,"Clinton, Hillary",160,12.7,"Trump, Donald",1048,83.2,"Johnson, Gary",35,2.8
KS,ELLIS,R,"Clinton, Hillary",2742,23,"Trump, Donald",8466,70.9,"Johnson, Gary",464,3.9
KS,ELLSWORTH,R,"Clinton, Hillary",521,19.4,"Trump, Donald",1969,73.5,"Johnson, Gary",107,4
KS,FINNEY,R,"Clinton, Hillary",3195,31.4,"Trump, Donald",6350,62.5,"Johnson, Gary",424,4.2
KS,FORD,R,"Clinton, Hillary",2149,27.8,"Trump, Donald",5114,66.3,"Johnson, Gary",281,3.6
KS,FRANKLIN,R,"Clinton, Hillary",2892,26.4,"Trump, Donald",7185,65.5,"Johnson, Gary",568,5.2
KS,GEARY,R,"Clinton, Hillary",2722,36.3,"Trump, Donald",4274,57,"Johnson, Gary",312,4.2
KS,GOVE,R,"Clinton, Hillary",149,11.1,"Trump, Donald",1140,84.9,"Johnson, Gary",41,3.1
KS,GRAHAM,R,"Clinton, Hillary",188,14.6,"Trump, Donald",1025,79.8,"Johnson, Gary",38,3
KS,GRANT,R,"Clinton, Hillary",441,18.5,"Trump, Donald",1804,75.5,"Johnson, Gary",101,4.2
KS,GRAY,R,"Clinton, Hillary",263,12.7,"Trump, Donald",1698,82.2,"Johnson, Gary",75,3.6
KS,GREELEY,R,"Clinton, Hillary",83,12.8,"Trump, Donald",534,82.2,"Johnson, Gary",25,3.8
KS,GREENWOOD,R,"Clinton, Hillary",485,17.1,"Trump, Donald",2160,76.1,"Johnson, Gary",122,4.3
KS,HAMILTON,R,"Clinton, Hillary",121,13.8,"Trump, Donald",705,80.5,"Johnson, Gary",31,3.5
KS,HARPER,R,"Clinton, Hillary",393,15.2,"Trump, Donald",1996,77.4,"Johnson, Gary",117,4.5
KS,HARVEY,R,"Clinton, Hillary",5068,34,"Trump, Donald",8668,58.1,"Johnson, Gary",684,4.6
KS,HASKELL,R,"Clinton, Hillary",245,18.1,"Trump, Donald",1040,76.8,"Johnson, Gary",41,3
KS,HODGEMAN,R,"Clinton, Hillary",124,12.2,"Trump, Donald",855,84.1,"Johnson, Gary",21,2.1
KS,JACKSON,R,"Clinton, Hillary",1512,26,"Trump, Donald",3939,67.7,"Johnson, Gary",213,3.7
KS,JEFFERSON,R,"Clinton, Hillary",2518,30.2,"Trump, Donald",5213,62.5,"Johnson, Gary",384,4.6
KS,JEWELL,R,"Clinton, Hillary",180,12,"Trump, Donald",1223,81.9,"Johnson, Gary",48,3.2
KS,JOHNSON,R,"Clinton, Hillary",129852,44.8,"Trump, Donald",137490,47.4,"Johnson, Gary",15156,5.2
KS,KEARNY,R,"Clinton, Hillary",174,13.2,"Trump, Donald",1075,81.7,"Johnson, Gary",41,3.1
KS,KINGMAN,R,"Clinton, Hillary",599,18,"Trump, Donald",2530,75.9,"Johnson, Gary",114,3.4
KS,KIOWA,R,"Clinton, Hillary",114,10.6,"Trump, Donald",900,83.4,"Johnson, Gary",44,4.1
KS,LABETTE,R,"Clinton, Hillary",2291,28.3,"Trump, Donald",5335,65.8,"Johnson, Gary",298,3.7
KS,LANE,R,"Clinton, Hillary",106,12.2,"Trump, Donald",718,82.4,"Johnson, Gary",33,3.8
KS,LEAVENWORTH,R,"Clinton, Hillary",10209,33.7,"Trump, Donald",17638,58.2,"Johnson, Gary",1611,5.3
KS,LINCOLN,R,"Clinton, Hillary",215,14.7,"Trump, Donald",1179,80.5,"Johnson, Gary",41,2.8
KS,LINN,R,"Clinton, Hillary",736,16.6,"Trump, Donald",3484,78.7,"Johnson, Gary",119,2.7
KS,LOGAN,R,"Clinton, Hillary",149,11,"Trump, Donald",1132,83.4,"Johnson, Gary",47,3.5
KS,LYON,R,"Clinton, Hillary",4649,37.8,"Trump, Donald",6552,53.3,"Johnson, Gary",670,5.5
KS,MARION,R,"Clinton, Hillary",1204,21.4,"Trump, Donald",4003,71.2,"Johnson, Gary",227,4
KS,MARSHALL,R,"Clinton, Hillary",1072,22.9,"Trump, Donald",3307,70.8,"Johnson, Gary",204,4.4
KS,MCPHERSON,R,"Clinton, Hillary",3226,25.3,"Trump, Donald",8549,67.1,"Johnson, Gary",574,4.5
KS,MEADE,R,"Clinton, Hillary",210,12.2,"Trump, Donald",1415,82.3,"Johnson, Gary",62,3.6
KS,MIAMI,R,"Clinton, Hillary",3991,26.6,"Trump, Donald",10003,66.6,"Johnson, Gary",683,4.5
KS,MITCHELL,R,"Clinton, Hillary",477,16.2,"Trump, Donald",2308,78.5,"Johnson, Gary",89,3
KS,MONTGOMERY,R,"Clinton, Hillary",2637,22,"Trump, Donald",8679,72.3,"Johnson, Gary",407,3.4
KS,MORRIS,R,"Clinton, Hillary",601,22.9,"Trump, Donald",1820,69.4,"Johnson, Gary",138,5.3
KS,MORTON,R,"Clinton, Hillary",147,12.3,"Trump, Donald",995,83.5,"Johnson, Gary",33,2.8
KS,NEMAHA,R,"Clinton, Hillary",725,14.2,"Trump, Donald",4124,80.5,"Johnson, Gary",164,3.2
KS,NEOSHO,R,"Clinton, Hillary",1501,23.8,"Trump, Donald",4431,70.2,"Johnson, Gary",240,3.8
KS,NESS,R,"Clinton, Hillary",162,11.1,"Trump, Donald",1228,84.5,"Johnson, Gary",42,2.9
KS,NORTON,R,"Clinton, Hillary",281,12.6,"Trump, Donald",1840,82.4,"Johnson, Gary",67,3
KS,OSAGE,R,"Clinton, Hillary",1753,24.9,"Trump, Donald",4826,68.5,"Johnson, Gary",302,4.3
KS,OSBORNE,R,"Clinton, Hillary",233,13,"Trump, Donald",1460,81.7,"Johnson, Gary",46,2.6
KS,OTTAWA,R,"Clinton, Hillary",424,14.6,"Trump, Donald",2283,78.6,"Johnson, Gary",144,5
KS,PAWNEE,R,"Clinton, Hillary",579,21.8,"Trump, Donald",1904,71.6,"Johnson, Gary",131,4.9
KS,PHILLIPS,R,"Clinton, Hillary",300,11.3,"Trump, Donald",2233,83.8,"Johnson, Gary",87,3.3
KS,POTTAWATOMIE,R,"Clinton, Hillary",2225,20.8,"Trump, Donald",7612,71.2,"Johnson, Gary",543,5.1
KS,PRATT,R,"Clinton, Hillary",771,20.1,"Trump, Donald",2838,73.9,"Johnson, Gary",164,4.3
KS,RAWLINS,R,"Clinton, Hillary",163,11.1,"Trump, Donald",1220,82.9,"Johnson, Gary",55,3.7
KS,RENO,R,"Clinton, Hillary",6837,28.2,"Trump, Donald",15513,64.1,"Johnson, Gary",1280,5.3
KS,REPUBLIC,R,"Clinton, Hillary",375,14.8,"Trump, Donald",2024,80,"Johnson, Gary",83,3.3
KS,RICE,R,"Clinton, Hillary",695,18.3,"Trump, Donald",2837,74.6,"Johnson, Gary",194,5.1
KS,RILEY,R,"Clinton, Hillary",9341,43.4,"Trump, Donald",10107,46.9,"Johnson, Gary",1468,6.8
KS,ROOKS,R,"Clinton, Hillary",275,11.4,"Trump, Donald",2031,84,"Johnson, Gary",80,3.3
KS,RUSH,R,"Clinton, Hillary",233,15.5,"Trump, Donald",1197,79.6,"Johnson, Gary",55,3.7
KS,RUSSELL,R,"Clinton, Hillary",461,14.4,"Trump, Donald",2574,80.6,"Johnson, Gary",111,3.5
KS,SALINE,R,"Clinton, Hillary",6317,28.6,"Trump, Donald",13828,62.7,"Johnson, Gary",1378,6.2
KS,SCOTT,R,"Clinton, Hillary",236,10.7,"Trump, Donald",1865,84.7,"Johnson, Gary",69,3.1
KS,SEDGWICK,R,"Clinton, Hillary",69627,36.9,"Trump, Donald",104353,55.3,"Johnson, Gary",9214,4.9
KS,SEWARD,R,"Clinton, Hillary",1628,32.3,"Trump, Donald",3159,62.7,"Johnson, Gary",186,3.7
KS,SHAWNEE,R,"Clinton, Hillary",33926,45,"Trump, Donald",35934,47.7,"Johnson, Gary",3412,4.5
KS,SHERIDAN,R,"Clinton, Hillary",127,9.2,"Trump, Donald",1197,87.1,"Johnson, Gary",38,2.8
KS,SHERMAN,R,"Clinton, Hillary",347,13.3,"Trump, Donald",2089,80,"Johnson, Gary",111,4.2
KS,SMITH,R,"Clinton, Hillary",297,14.5,"Trump, Donald",1661,81.3,"Johnson, Gary",55,2.7
KS,STAFFORD,R,"Clinton, Hillary",304,16,"Trump, Donald",1490,78.6,"Johnson, Gary",62,3.3
KS,STANTON,R,"Clinton, Hillary",115,18.1,"Trump, Donald",492,77.2,"Johnson, Gary",19,3
KS,STEVENS,R,"Clinton, Hillary",220,11.6,"Trump, Donald",1599,84.6,"Johnson, Gary",49,2.6
KS,SUMNER,R,"Clinton, Hillary",2076,21.4,"Trump, Donald",6984,71.8,"Johnson, Gary",420,4.3
KS,THOMAS,R,"Clinton, Hillary",473,13.2,"Trump, Donald",2908,81.3,"Johnson, Gary",131,3.7
KS,TREGO,R,"Clinton, Hillary",198,13.4,"Trump, Donald",1227,82.8,"Johnson, Gary",40,2.7
KS,WABAUNSEE,R,"Clinton, Hillary",776,23,"Trump, Donald",2372,70.2,"Johnson, Gary",143,4.2
KS,WALLACE,R,"Clinton, Hillary",46,5.8,"Trump, Donald",721,90.4,"Johnson, Gary",15,1.9
KS,WASHINGTON,R,"Clinton, Hillary",387,14,"Trump, Donald",2194,79.3,"Johnson, Gary",124,4.5
KS,WICHITA,R,"Clinton, Hillary",140,14.6,"Trump, Donald",769,80.4,"Johnson, Gary",18,1.9
KS,WILSON,R,"Clinton, Hillary",594,16.5,"Trump, Donald",2788,77.6,"Johnson, Gary",135,3.8
KS,WOODSON,R,"Clinton, Hillary",273,18.9,"Trump, Donald",1082,75,"Johnson, Gary",64,4.4
KS,WYANDOTTE,D,"Clinton, Hillary",30146,61.8,"Trump, Donald",15806,32.4,"Johnson, Gary",1725,3.5
KY,ADAIR,R,"Clinton, Hillary",1323,16.1,"Trump, Donald",6637,80.6,"Johnson, Gary",141,1.7
KY,ALLEN,R,"Clinton, Hillary",1349,16.7,"Trump, Donald",6466,79.9,"Johnson, Gary",161,2
KY,ANDERSON,R,"Clinton, Hillary",2634,23.1,"Trump, Donald",8242,72.2,"Johnson, Gary",319,2.8
KY,BALLARD,R,"Clinton, Hillary",816,19.9,"Trump, Donald",3161,77.1,"Johnson, Gary",77,1.9
KY,BARREN,R,"Clinton, Hillary",4275,23.1,"Trump, Donald",13483,72.9,"Johnson, Gary",455,2.5
KY,BATH,R,"Clinton, Hillary",1361,29.7,"Trump, Donald",3082,67.2,"Johnson, Gary",75,1.6
KY,BELL,R,"Clinton, Hillary",1720,17.7,"Trump, Donald",7764,79.9,"Johnson, Gary",144,1.5
KY,BOONE,R,"Clinton, Hillary",15026,26.1,"Trump, Donald",39082,67.8,"Johnson, Gary",2299,4
KY,BOURBON,R,"Clinton, Hillary",2791,31.7,"Trump, Donald",5569,63.3,"Johnson, Gary",283,3.2
KY,BOYD,R,"Clinton, Hillary",6021,29.4,"Trump, Donald",13591,66.4,"Johnson, Gary",496,2.4
KY,BOYLE,R,"Clinton, Hillary",4281,33.1,"Trump, Donald",8040,62.1,"Johnson, Gary",365,2.8
KY,BRACKEN,R,"Clinton, Hillary",705,20,"Trump, Donald",2711,76.9,"Johnson, Gary",51,1.4
KY,BREATHITT,R,"Clinton, Hillary",1537,26.8,"Trump, Donald",3991,69.6,"Johnson, Gary",117,2
KY,BRECKINRIDGE,R,"Clinton, Hillary",1960,22.3,"Trump, Donald",6484,73.9,"Johnson, Gary",194,2.2
KY,BULLITT,R,"Clinton, Hillary",8255,22.9,"Trump, Donald",26210,72.7,"Johnson, Gary",964,2.7
KY,BUTLER,R,"Clinton, Hillary",947,17,"Trump, Donald",4428,79.4,"Johnson, Gary",136,2.4
KY,CALDWELL,R,"Clinton, Hillary",1260,21.1,"Trump, Donald",4507,75.4,"Johnson, Gary",118,2
KY,CALLOWAY,R,"Clinton, Hillary",4749,29.6,"Trump, Donald",10367,64.6,"Johnson, Gary",492,3.1
KY,CAMPBELL,R,"Clinton, Hillary",14658,34.5,"Trump, Donald",25050,58.9,"Johnson, Gary",1789,4.2
KY,CARLISLE,R,"Clinton, Hillary",432,16.6,"Trump, Donald",2094,80.5,"Johnson, Gary",42,1.6
KY,CARROLL,R,"Clinton, Hillary",1106,28.7,"Trump, Donald",2588,67.1,"Johnson, Gary",100,2.6
KY,CARTER,R,"Clinton, Hillary",2276,22.1,"Trump, Donald",7587,73.8,"Johnson, Gary",237,2.3
KY,CASEY,R,"Clinton, Hillary",767,11.9,"Trump, Donald",5482,85.1,"Johnson, Gary",121,1.9
KY,CHRISTIAN,R,"Clinton, Hillary",7188,32.5,"Trump, Donald",14108,63.9,"Johnson, Gary",474,2.1
KY,CLARK,R,"Clinton, Hillary",4706,29,"Trump, Donald",10710,66.1,"Johnson, Gary",453,2.8
KY,CLAY,R,"Clinton, Hillary",752,11.1,"Trump, Donald",5861,86.6,"Johnson, Gary",83,1.2
KY,CLINTON,R,"Clinton, Hillary",547,12.3,"Trump, Donald",3809,85.4,"Johnson, Gary",60,1.3
KY,CRITTENDEN,R,"Clinton, Hillary",617,15.3,"Trump, Donald",3290,81.5,"Johnson, Gary",76,1.9
KY,CUMBERLAND,R,"Clinton, Hillary",459,15,"Trump, Donald",2502,81.6,"Johnson, Gary",67,2.2
KY,DAVIESS,R,"Clinton, Hillary",14163,30.9,"Trump, Donald",28907,63.1,"Johnson, Gary",1488,3.2
KY,EDMONSON,R,"Clinton, Hillary",979,18.7,"Trump, Donald",4135,78.9,"Johnson, Gary",77,1.5
KY,ELLIOTT,R,"Clinton, Hillary",740,25.9,"Trump, Donald",2000,70.1,"Johnson, Gary",67,2.3
KY,ESTILL,R,"Clinton, Hillary",1108,20,"Trump, Donald",4236,76.4,"Johnson, Gary",129,2.3
KY,FAYETTE,D,"Clinton, Hillary",69778,51.2,"Trump, Donald",56894,41.7,"Johnson, Gary",5230,3.8
KY,FLEMING,R,"Clinton, Hillary",1348,21.5,"Trump, Donald",4722,75.4,"Johnson, Gary",109,1.7
KY,FLOYD,R,"Clinton, Hillary",4015,24.3,"Trump, Donald",11993,72.5,"Johnson, Gary",357,2.2
KY,FRANKLIN,R,"Clinton, Hillary",10717,44.9,"Trump, Donald",11819,49.5,"Johnson, Gary",725,3
KY,FULTON,R,"Clinton, Hillary",774,32.5,"Trump, Donald",1549,65,"Johnson, Gary",35,1.5
KY,GALLATIN,R,"Clinton, Hillary",749,22.4,"Trump, Donald",2443,73.2,"Johnson, Gary",100,3
KY,GARRARD,R,"Clinton, Hillary",1453,19.1,"Trump, Donald",5904,77.4,"Johnson, Gary",157,2.1
KY,GRANT,R,"Clinton, Hillary",1910,20,"Trump, Donald",7268,76,"Johnson, Gary",226,2.4
KY,GRAVES,R,"Clinton, Hillary",3308,19.9,"Trump, Donald",12671,76.3,"Johnson, Gary",411,2.5
KY,GRAYSON,R,"Clinton, Hillary",1959,18.5,"Trump, Donald",8219,77.7,"Johnson, Gary",259,2.4
KY,GREEN,R,"Clinton, Hillary",832,15.6,"Trump, Donald",4372,82,"Johnson, Gary",84,1.6
KY,GREENUP,R,"Clinton, Hillary",4146,25.5,"Trump, Donald",11546,70.9,"Johnson, Gary",319,2
KY,HANCOCK,R,"Clinton, Hillary",1244,29,"Trump, Donald",2788,64.9,"Johnson, Gary",129,3
KY,HARDIN,R,"Clinton, Hillary",13944,32.3,"Trump, Donald",26971,62.5,"Johnson, Gary",1413,3.3
KY,HARLAN,R,"Clinton, Hillary",1372,12.8,"Trump, Donald",9129,84.9,"Johnson, Gary",156,1.5
KY,HARRISON,R,"Clinton, Hillary",2031,26.1,"Trump, Donald",5435,69.8,"Johnson, Gary",184,2.4
KY,HART,R,"Clinton, Hillary",1730,23.8,"Trump, Donald",5320,73.2,"Johnson, Gary",140,1.9
KY,HENDERSON,R,"Clinton, Hillary",6707,34,"Trump, Donald",12159,61.7,"Johnson, Gary",507,2.6
KY,HENRY,R,"Clinton, Hillary",1828,25.6,"Trump, Donald",4944,69.2,"Johnson, Gary",224,3.1
KY,HICKMAN,R,"Clinton, Hillary",449,20.8,"Trump, Donald",1657,76.8,"Johnson, Gary",26,1.2
KY,HOPKINS,R,"Clinton, Hillary",4310,21.2,"Trump, Donald",15277,75.1,"Johnson, Gary",478,2.3
KY,JACKSON,R,"Clinton, Hillary",482,8.8,"Trump, Donald",4889,88.9,"Johnson, Gary",79,1.4
KY,JEFFERSON,D,"Clinton, Hillary",190836,54,"Trump, Donald",143768,40.7,"Johnson, Gary",10188,2.9
KY,JESSAMINE,R,"Clinton, Hillary",6144,26.3,"Trump, Donald",15474,66.3,"Johnson, Gary",829,3.6
KY,JOHNSON,R,"Clinton, Hillary",1250,13.1,"Trump, Donald",8043,84,"Johnson, Gary",163,1.7
KY,KENTON,R,"Clinton, Hillary",24214,33.6,"Trump, Donald",42958,59.7,"Johnson, Gary",3093,4.3
KY,KNOTT,R,"Clinton, Hillary",1245,21.6,"Trump, Donald",4357,75.6,"Johnson, Gary",102,1.8
KY,KNOX,R,"Clinton, Hillary",1761,14.7,"Trump, Donald",9885,82.3,"Johnson, Gary",189,1.6
KY,LARUE,R,"Clinton, Hillary",1278,20.1,"Trump, Donald",4799,75.4,"Johnson, Gary",174,2.7
KY,LAUREL,R,"Clinton, Hillary",3440,13.9,"Trump, Donald",20592,82.9,"Johnson, Gary",473,1.9
KY,LAWRENCE,R,"Clinton, Hillary",1045,17.3,"Trump, Donald",4816,79.7,"Johnson, Gary",107,1.8
KY,LEE,R,"Clinton, Hillary",444,16.6,"Trump, Donald",2151,80.7,"Johnson, Gary",42,1.6
KY,LESLIE,R,"Clinton, Hillary",400,8.9,"Trump, Donald",4015,89.4,"Johnson, Gary",39,0.9
KY,LETCHER,R,"Clinton, Hillary",1542,16.9,"Trump, Donald",7293,79.8,"Johnson, Gary",210,2.3
KY,LEWIS,R,"Clinton, Hillary",785,14.8,"Trump, Donald",4363,82.4,"Johnson, Gary",95,1.8
KY,LINCOLN,R,"Clinton, Hillary",1865,19.5,"Trump, Donald",7338,76.7,"Johnson, Gary",226,2.4
KY,LIVINGSTON,R,"Clinton, Hillary",887,19.1,"Trump, Donald",3570,76.9,"Johnson, Gary",115,2.5
KY,LOGAN,R,"Clinton, Hillary",2755,25.3,"Trump, Donald",7778,71.4,"Johnson, Gary",229,2.1
