State,County,Winning Party,Dem. Candidate (2016),Dem. Votes,Dem. %,Rep. Candidate (2016),Rep. Votes,Rep. %,Highest Other (2016),Other Votes,Other %
DC,District of Columbia,D,"Clinton, Hillary",282830,90.9,"Trump, Donald",12723,4.1,"Write-In,",6551,2.1
AK,Election District 1,R,"Clinton, Hillary",2573,38.8,"Trump, Donald",3180,47.9,"Johnson, Gary",416,6.3
AK,Election District 10,R,"Clinton, Hillary",1808,20,"Trump, Donald",6255,69.2,"Johnson, Gary",493,5.5
AK,Election District 11,R,"Clinton, Hillary",2142,22.1,"Trump, Donald",6444,66.5,"Johnson, Gary",572,5.9
AK,Election District 12,R,"Clinton, Hillary",1928,20.2,"Trump, Donald",6629,69.5,"Johnson, Gary",548,5.7
AK,Election District 13,R,"Clinton, Hillary",1684,25.8,"Trump, Donald",4028,61.7,"Johnson, Gary",480,7.3
AK,Election District 14,R,"Clinton, Hillary",3043,29.2,"Trump, Donald",5978,57.4,"Johnson, Gary",802,7.7
AK,Election District 15,R,"Clinton, Hillary",1828,36.7,"Trump, Donald",2525,50.7,"Johnson, Gary",335,6.7
AK,Election District 16,D,"Clinton, Hillary",3294,44.3,"Trump, Donald",3203,43.1,"Johnson, Gary",464,6.2
AK,Election District 17,D,"Clinton, Hillary",3290,48.5,"Trump, Donald",2618,38.6,"Johnson, Gary",419,6.2
AK,Election District 18,D,"Clinton, Hillary",3909,52.8,"Trump, Donald",2684,36.3,"Johnson, Gary",424,5.7
AK,Election District 19,D,"Clinton, Hillary",2669,55.7,"Trump, Donald",1636,34.1,"Johnson, Gary",190,4
AK,Election District 2,R,"Clinton, Hillary",1585,28.9,"Trump, Donald",3188,58,"Johnson, Gary",371,6.8
AK,Election District 20,D,"Clinton, Hillary",4151,58.1,"Trump, Donald",2187,30.6,"Johnson, Gary",395,5.5
AK,Election District 21,D,"Clinton, Hillary",4224,48.8,"Trump, Donald",3479,40.2,"Johnson, Gary",526,6.1
AK,Election District 22,R,"Clinton, Hillary",3270,39.1,"Trump, Donald",4203,50.2,"Johnson, Gary",446,5.3
AK,Election District 23,R,"Clinton, Hillary",2894,41.8,"Trump, Donald",3246,46.9,"Johnson, Gary",424,6.1
AK,Election District 24,R,"Clinton, Hillary",3578,38.5,"Trump, Donald",4709,50.7,"Johnson, Gary",574,6.2
AK,Election District 25,R,"Clinton, Hillary",3378,41.6,"Trump, Donald",3816,47,"Johnson, Gary",521,6.4
AK,Election District 26,R,"Clinton, Hillary",3374,37.9,"Trump, Donald",4548,51.1,"Johnson, Gary",536,6
AK,Election District 27,R,"Clinton, Hillary",3729,42.5,"Trump, Donald",4085,46.5,"Johnson, Gary",489,5.6
AK,Election District 28,R,"Clinton, Hillary",4749,41.6,"Trump, Donald",5423,47.5,"Johnson, Gary",696,6.1
AK,Election District 29,R,"Clinton, Hillary",2101,22.4,"Trump, Donald",6347,67.6,"Johnson, Gary",463,4.9
AK,Election District 3,R,"Clinton, Hillary",1241,16.3,"Trump, Donald",5403,71,"Johnson, Gary",518,6.8
AK,Election District 30,R,"Clinton, Hillary",1816,20.3,"Trump, Donald",6194,69.2,"Johnson, Gary",502,5.6
AK,Election District 31,R,"Clinton, Hillary",3466,34,"Trump, Donald",5617,55.2,"Johnson, Gary",500,4.9
AK,Election District 32,R,"Clinton, Hillary",2701,36.1,"Trump, Donald",3764,50.4,"Johnson, Gary",519,6.9
AK,Election District 33,D,"Clinton, Hillary",5978,60.2,"Trump, Donald",2732,27.5,"Johnson, Gary",513,5.2
AK,Election District 34,D,"Clinton, Hillary",4220,44.7,"Trump, Donald",3955,41.9,"Johnson, Gary",609,6.5
AK,Election District 35,R,"Clinton, Hillary",3749,41.5,"Trump, Donald",4105,45.4,"Johnson, Gary",450,5
AK,Election District 36,R,"Clinton, Hillary",2693,32.6,"Trump, Donald",4460,54,"Johnson, Gary",585,7.1
AK,Election District 37,D,"Clinton, Hillary",2421,47.8,"Trump, Donald",1938,38.3,"Johnson, Gary",302,6
AK,Election District 38,D,"Clinton, Hillary",2758,54.1,"Trump, Donald",1143,22.4,"Johnson, Gary",273,5.4
AK,Election District 39,D,"Clinton, Hillary",3142,55.7,"Trump, Donald",1405,24.9,"Johnson, Gary",277,4.9
AK,Election District 4,D,"Clinton, Hillary",4162,43.7,"Trump, Donald",4070,42.7,"Johnson, Gary",585,6.1
AK,Election District 40,D,"Clinton, Hillary",2338,50.7,"Trump, Donald",1377,29.9,"Johnson, Gary",213,4.6
AK,Election District 5,R,"Clinton, Hillary",3187,40.3,"Trump, Donald",3683,46.6,"Johnson, Gary",512,6.5
AK,Election District 6,R,"Clinton, Hillary",2536,30,"Trump, Donald",4929,58.3,"Johnson, Gary",471,5.6
AK,Election District 7,R,"Clinton, Hillary",1510,18.2,"Trump, Donald",5935,71.6,"Johnson, Gary",431,5.2
AK,Election District 8,R,"Clinton, Hillary",1218,15.1,"Trump, Donald",6126,75.9,"Johnson, Gary",364,4.5
AK,Election District 9,R,"Clinton, Hillary",1843,20.6,"Trump, Donald",6100,68.1,"Johnson, Gary",510,5.7
AL,AUTAUGA,R,"Clinton, Hillary",5936,23.8,"Trump, Donald",18172,72.8,"Johnson, Gary",546,2.2
AL,BALDWIN,R,"Clinton, Hillary",18458,19.4,"Trump, Donald",72883,76.5,"Johnson, Gary",2464,2.6
AL,BARBOUR,R,"Clinton, Hillary",4871,46.5,"Trump, Donald",5454,52.1,"Johnson, Gary",93,0.9
AL,BIBB,R,"Clinton, Hillary",1874,21.2,"Trump, Donald",6738,76.4,"Johnson, Gary",124,1.4
AL,BLOUNT,R,"Clinton, Hillary",2156,8.4,"Trump, Donald",22859,89.3,"Johnson, Gary",338,1.3
AL,BULLOCK,D,"Clinton, Hillary",3530,74.9,"Trump, Donald",1140,24.2,"Johnson, Gary",22,0.5
AL,BUTLER,R,"Clinton, Hillary",3726,42.7,"Trump, Donald",4901,56.1,"Johnson, Gary",65,0.7
AL,CALHOUN,R,"Clinton, Hillary",13242,27.7,"Trump, Donald",32865,68.7,"Johnson, Gary",1116,2.3
AL,CHAMBERS,R,"Clinton, Hillary",5784,41.6,"Trump, Donald",7843,56.4,"Johnson, Gary",168,1.2
AL,CHEROKEE,R,"Clinton, Hillary",1547,14.4,"Trump, Donald",8953,83.4,"Johnson, Gary",147,1.4
AL,CHILTON,R,"Clinton, Hillary",2911,15.8,"Trump, Donald",15081,82.1,"Johnson, Gary",228,1.2
AL,CHOCTAW,R,"Clinton, Hillary",3109,42.6,"Trump, Donald",4106,56.3,"Johnson, Gary",52,0.7
AL,CLARKE,R,"Clinton, Hillary",5749,44.1,"Trump, Donald",7140,54.8,"Johnson, Gary",99,0.8
AL,CLAY,R,"Clinton, Hillary",1237,18.7,"Trump, Donald",5245,79.2,"Johnson, Gary",93,1.4
AL,CLEBURNE,R,"Clinton, Hillary",684,10.4,"Trump, Donald",5764,87.4,"Johnson, Gary",90,1.4
AL,COFFEE,R,"Clinton, Hillary",4221,20.3,"Trump, Donald",15875,76.4,"Johnson, Gary",396,1.9
AL,COLBERT,R,"Clinton, Hillary",7312,29.3,"Trump, Donald",16746,67.2,"Johnson, Gary",511,2.1
AL,CONECUH,R,"Clinton, Hillary",3080,46.8,"Trump, Donald",3420,51.9,"Johnson, Gary",51,0.8
AL,COOSA,R,"Clinton, Hillary",1782,33.9,"Trump, Donald",3381,64.4,"Johnson, Gary",53,1
AL,COVINGTON,R,"Clinton, Hillary",2387,15,"Trump, Donald",13267,83.2,"Johnson, Gary",183,1.1
AL,CRENSHAW,R,"Clinton, Hillary",1664,26.6,"Trump, Donald",4513,72,"Johnson, Gary",65,1
AL,CULLMAN,R,"Clinton, Hillary",3798,10,"Trump, Donald",32989,87.1,"Johnson, Gary",687,1.8
AL,DALE,R,"Clinton, Hillary",4413,23.5,"Trump, Donald",13808,73.6,"Johnson, Gary",350,1.9
AL,DALLAS,D,"Clinton, Hillary",12836,68.3,"Trump, Donald",5789,30.8,"Johnson, Gary",96,0.5
AL,DEKALB,R,"Clinton, Hillary",3622,14,"Trump, Donald",21405,82.9,"Johnson, Gary",458,1.8
AL,ELMORE,R,"Clinton, Hillary",8443,22.7,"Trump, Donald",27634,74.2,"Johnson, Gary",738,2
AL,ESCAMBIA,R,"Clinton, Hillary",4605,31,"Trump, Donald",9935,66.9,"Johnson, Gary",188,1.3
AL,ETOWAH,R,"Clinton, Hillary",10442,23.6,"Trump, Donald",32353,73.3,"Johnson, Gary",835,1.9
AL,FAYETTE,R,"Clinton, Hillary",1362,16.5,"Trump, Donald",6712,81.4,"Johnson, Gary",109,1.3
AL,FRANKLIN,R,"Clinton, Hillary",2197,18.2,"Trump, Donald",9466,78.6,"Johnson, Gary",238,2
AL,GENEVA,R,"Clinton, Hillary",1525,13,"Trump, Donald",9994,85,"Johnson, Gary",149,1.3
AL,GREENE,D,"Clinton, Hillary",4013,82.2,"Trump, Donald",838,17.2,"Johnson, Gary",13,0.3
AL,HALE,D,"Clinton, Hillary",4775,59.4,"Trump, Donald",3173,39.5,"Johnson, Gary",54,0.7
AL,HENRY,R,"Clinton, Hillary",2292,28.4,"Trump, Donald",5632,69.8,"Johnson, Gary",91,1.1
AL,HOUSTON,R,"Clinton, Hillary",10664,25,"Trump, Donald",30728,72.1,"Johnson, Gary",779,1.8
AL,JACKSON,R,"Clinton, Hillary",3673,17.5,"Trump, Donald",16672,79.5,"Johnson, Gary",393,1.9
AL,JEFFERSON,D,"Clinton, Hillary",156873,51.6,"Trump, Donald",134768,44.3,"Johnson, Gary",6645,2.2
AL,LAMAR,R,"Clinton, Hillary",1036,14.9,"Trump, Donald",5823,83.6,"Johnson, Gary",62,0.9
AL,LAUDERDALE,R,"Clinton, Hillary",9952,25.2,"Trump, Donald",27899,70.6,"Johnson, Gary",987,2.5
AL,LAWRENCE,R,"Clinton, Hillary",3627,24.5,"Trump, Donald",10833,73.1,"Johnson, Gary",250,1.7
AL,LEE,R,"Clinton, Hillary",21230,35.9,"Trump, Donald",34617,58.5,"Johnson, Gary",2030,3.4
AL,LIMESTONE,R,"Clinton, Hillary",9468,23.5,"Trump, Donald",29067,72.1,"Johnson, Gary",1055,2.6
AL,LOWNDES,D,"Clinton, Hillary",4883,73.1,"Trump, Donald",1751,26.2,"Johnson, Gary",32,0.5
AL,MACON,D,"Clinton, Hillary",7566,82.8,"Trump, Donald",1431,15.7,"Johnson, Gary",69,0.8
AL,MADISON,R,"Clinton, Hillary",62822,38.4,"Trump, Donald",89520,54.8,"Johnson, Gary",6621,4.1
AL,MARENGO,D,"Clinton, Hillary",5615,51.1,"Trump, Donald",5233,47.6,"Johnson, Gary",104,0.9
AL,MARION,R,"Clinton, Hillary",1432,11,"Trump, Donald",11274,86.8,"Johnson, Gary",181,1.4
AL,MARSHALL,R,"Clinton, Hillary",4917,13.9,"Trump, Donald",29233,82.8,"Johnson, Gary",678,1.9
AL,MOBILE,R,"Clinton, Hillary",72186,41.8,"Trump, Donald",95116,55.1,"Johnson, Gary",3291,1.9
AL,MONROE,R,"Clinton, Hillary",4332,42.2,"Trump, Donald",5795,56.4,"Johnson, Gary",88,0.9
AL,MONTGOMERY,D,"Clinton, Hillary",58916,61.4,"Trump, Donald",34003,35.5,"Johnson, Gary",1486,1.5
AL,MORGAN,R,"Clinton, Hillary",11254,22.2,"Trump, Donald",37486,74,"Johnson, Gary",1168,2.3
AL,PERRY,D,"Clinton, Hillary",3824,72.5,"Trump, Donald",1407,26.7,"Johnson, Gary",23,0.4
AL,PICKENS,R,"Clinton, Hillary",3972,41.6,"Trump, Donald",5456,57.2,"Johnson, Gary",49,0.5
AL,PIKE,R,"Clinton, Hillary",5056,38.4,"Trump, Donald",7693,58.4,"Johnson, Gary",257,2
AL,RANDOLPH,R,"Clinton, Hillary",2291,22.5,"Trump, Donald",7705,75.6,"Johnson, Gary",124,1.2
AL,RUSSELL,D,"Clinton, Hillary",9579,49.7,"Trump, Donald",9210,47.8,"Johnson, Gary",281,1.5
AL,SHELBY,R,"Clinton, Hillary",22977,22.7,"Trump, Donald",73020,72.1,"Johnson, Gary",2965,2.9
AL,ST. CLAIR,R,"Clinton, Hillary",5589,14.6,"Trump, Donald",31651,82.4,"Johnson, Gary",684,1.8
AL,SUMTER,D,"Clinton, Hillary",4746,74,"Trump, Donald",1581,24.7,"Johnson, Gary",57,0.9
AL,TALLADEGA,R,"Clinton, Hillary",12121,36.3,"Trump, Donald",20614,61.7,"Johnson, Gary",411,1.2
AL,TALLAPOOSA,R,"Clinton, Hillary",5519,28.3,"Trump, Donald",13594,69.8,"Johnson, Gary",233,1.2
AL,TUSCALOOSA,R,"Clinton, Hillary",31762,38.4,"Trump, Donald",47723,57.7,"Johnson, Gary",1873,2.3
AL,WALKER,R,"Clinton, Hillary",4497,15.3,"Trump, Donald",24266,82.3,"Johnson, Gary",455,1.5
AL,WASHINGTON,R,"Clinton, Hillary",2374,27.8,"Trump, Donald",6042,70.8,"Johnson, Gary",73,0.9
AL,WILCOX,D,"Clinton, Hillary",4339,70.9,"Trump, Donald",1742,28.5,"Johnson, Gary",22,0.4
AL,WINSTON,R,"Clinton, Hillary",872,8.5,"Trump, Donald",9228,89.5,"Johnson, Gary",131,1.3
AR,ARKANSAS,R,"Clinton, Hillary",1939,31.2,"Trump, Donald",3826,61.6,"Johnson, Gary",126,2
AR,ASHLEY,R,"Clinton, Hillary",2408,29.8,"Trump, Donald",5338,66,"Johnson, Gary",156,1.9
AR,BAXTER,R,"Clinton, Hillary",4169,21.1,"Trump, Donald",14682,74.3,"Johnson, Gary",452,2.3
AR,BENTON,R,"Clinton, Hillary",28005,28.9,"Trump, Donald",60871,62.9,"Johnson, Gary",3871,4
AR,BOONE,R,"Clinton, Hillary",2926,18.2,"Trump, Donald",12235,75.9,"Johnson, Gary",379,2.4
AR,BRADLEY,R,"Clinton, Hillary",1317,36.1,"Trump, Donald",2164,59.2,"Johnson, Gary",73,2
AR,CALHOUN,R,"Clinton, Hillary",639,28.2,"Trump, Donald",1556,68.6,"Johnson, Gary",44,1.9
AR,CARROLL,R,"Clinton, Hillary",3342,31.1,"Trump, Donald",6786,63.1,"Johnson, Gary",238,2.2
AR,CHICOT,D,"Clinton, Hillary",2350,56.3,"Trump, Donald",1716,41.1,"Johnson, Gary",35,0.8
AR,CLARK,R,"Clinton, Hillary",3620,42.5,"Trump, Donald",4404,51.7,"Johnson, Gary",196,2.3
AR,CLAY,R,"Clinton, Hillary",1199,23.1,"Trump, Donald",3781,72.7,"Johnson, Gary",100,1.9
AR,CLEBURNE,R,"Clinton, Hillary",2101,17.4,"Trump, Donald",9458,78.3,"Johnson, Gary",229,1.9
AR,CLEVELAND,R,"Clinton, Hillary",723,21.6,"Trump, Donald",2462,73.4,"Johnson, Gary",59,1.8
AR,COLUMBIA,R,"Clinton, Hillary",3140,35.3,"Trump, Donald",5456,61.4,"Johnson, Gary",117,1.3
AR,CONWAY,R,"Clinton, Hillary",2656,33.5,"Trump, Donald",4849,61.2,"Johnson, Gary",171,2.2
AR,CRAIGHEAD,R,"Clinton, Hillary",10538,29.6,"Trump, Donald",22892,64.4,"Johnson, Gary",1031,2.9
AR,CRAWFORD,R,"Clinton, Hillary",4488,20,"Trump, Donald",16686,74.3,"Johnson, Gary",581,2.6
AR,CRITTENDEN,D,"Clinton, Hillary",8410,52.7,"Trump, Donald",6964,43.7,"Johnson, Gary",242,1.5
AR,CROSS,R,"Clinton, Hillary",1999,29.1,"Trump, Donald",4584,66.7,"Johnson, Gary",105,1.5
AR,DALLAS,R,"Clinton, Hillary",1165,42,"Trump, Donald",1509,54.5,"Johnson, Gary",26,0.9
AR,DESHA,D,"Clinton, Hillary",2228,52.3,"Trump, Donald",1919,45.1,"Johnson, Gary",44,1
AR,DREW,R,"Clinton, Hillary",2365,35.9,"Trump, Donald",3968,60.2,"Johnson, Gary",111,1.7
AR,FAULKNER,R,"Clinton, Hillary",14629,30.8,"Trump, Donald",29346,61.7,"Johnson, Gary",1675,3.5
AR,FRANKLIN,R,"Clinton, Hillary",1376,20.3,"Trump, Donald",5039,74.4,"Johnson, Gary",177,2.6
AR,FULTON,R,"Clinton, Hillary",1067,22.4,"Trump, Donald",3471,72.7,"Johnson, Gary",107,2.2
AR,GARLAND,R,"Clinton, Hillary",12311,30.2,"Trump, Donald",26087,63.9,"Johnson, Gary",989,2.4
AR,GRANT,R,"Clinton, Hillary",1373,18.4,"Trump, Donald",5725,76.9,"Johnson, Gary",177,2.4
AR,GREENE,R,"Clinton, Hillary",3071,21,"Trump, Donald",10720,73.4,"Johnson, Gary",404,2.8
AR,HEMPSTEAD,R,"Clinton, Hillary",2377,33.7,"Trump, Donald",4401,62.4,"Johnson, Gary",106,1.5
AR,HOT SPRING,R,"Clinton, Hillary",3149,26.4,"Trump, Donald",8172,68.4,"Johnson, Gary",239,2
AR,HOWARD,R,"Clinton, Hillary",1351,28.9,"Trump, Donald",3157,67.5,"Johnson, Gary",60,1.3
AR,INDEPENDENCE,R,"Clinton, Hillary",2881,21.2,"Trump, Donald",9936,73,"Johnson, Gary",352,2.6
AR,IZARD,R,"Clinton, Hillary",1113,20.4,"Trump, Donald",4042,74.2,"Johnson, Gary",125,2.3
AR,JACKSON,R,"Clinton, Hillary",1583,30.7,"Trump, Donald",3267,63.4,"Johnson, Gary",111,2.2
AR,JEFFERSON,D,"Clinton, Hillary",15772,60.9,"Trump, Donald",9250,35.7,"Johnson, Gary",296,1.1
AR,JOHNSON,R,"Clinton, Hillary",2427,26.6,"Trump, Donald",6091,66.8,"Johnson, Gary",294,3.2
AR,LAFAYETTE,R,"Clinton, Hillary",1032,36.1,"Trump, Donald",1758,61.5,"Johnson, Gary",26,0.9
AR,LAWRENCE,R,"Clinton, Hillary",1263,22.2,"Trump, Donald",4064,71.5,"Johnson, Gary",165,2.9
AR,LEE,D,"Clinton, Hillary",1735,57.3,"Trump, Donald",1229,40.6,"Johnson, Gary",22,0.7
AR,LINCOLN,R,"Clinton, Hillary",1252,32.7,"Trump, Donald",2455,64.2,"Johnson, Gary",48,1.3
AR,LITTLE RIVER,R,"Clinton, Hillary",1397,26.7,"Trump, Donald",3605,69,"Johnson, Gary",85,1.6
AR,LOGAN,R,"Clinton, Hillary",1715,21.7,"Trump, Donald",5746,72.5,"Johnson, Gary",195,2.5
AR,LONOKE,R,"Clinton, Hillary",5664,20.9,"Trump, Donald",19958,73.6,"Johnson, Gary",767,2.8
AR,MADISON,R,"Clinton, Hillary",1588,23.2,"Trump, Donald",4928,72,"Johnson, Gary",144,2.1
AR,MARION,R,"Clinton, Hillary",1434,20.2,"Trump, Donald",5336,75.1,"Johnson, Gary",157,2.2
AR,MILLER,R,"Clinton, Hillary",4273,26.6,"Trump, Donald",11294,70.2,"Johnson, Gary",237,1.5
AR,MISSISSIPPI,R,"Clinton, Hillary",5670,42.9,"Trump, Donald",7061,53.5,"Johnson, Gary",181,1.4
AR,MONROE,R,"Clinton, Hillary",1312,45.5,"Trump, Donald",1489,51.6,"Johnson, Gary",37,1.3
AR,MONTGOMERY,R,"Clinton, Hillary",748,21,"Trump, Donald",2643,74.3,"Johnson, Gary",52,1.5
AR,NEVADA,R,"Clinton, Hillary",1157,35.6,"Trump, Donald",2000,61.6,"Johnson, Gary",35,1.1
AR,NEWTON,R,"Clinton, Hillary",699,18.6,"Trump, Donald",2875,76.6,"Johnson, Gary",49,1.3
AR,OUACHITA,R,"Clinton, Hillary",4321,43.5,"Trump, Donald",5351,53.9,"Johnson, Gary",97,1
AR,PERRY,R,"Clinton, Hillary",1049,24.4,"Trump, Donald",3008,69.9,"Johnson, Gary",113,2.6
AR,PHILLIPS,D,"Clinton, Hillary",4310,62,"Trump, Donald",2446,35.2,"Johnson, Gary",62,0.9
AR,PIKE,R,"Clinton, Hillary",685,17.2,"Trump, Donald",3150,79.1,"Johnson, Gary",73,1.8
AR,POINSETT,R,"Clinton, Hillary",1880,24.3,"Trump, Donald",5502,71.3,"Johnson, Gary",154,2
AR,POLK,R,"Clinton, Hillary",1212,14.7,"Trump, Donald",6618,80.4,"Johnson, Gary",164,2
AR,POPE,R,"Clinton, Hillary",5000,22.2,"Trump, Donald",16256,72,"Johnson, Gary",618,2.7
AR,PRAIRIE,R,"Clinton, Hillary",814,23.6,"Trump, Donald",2505,72.7,"Johnson, Gary",56,1.6
AR,PULASKI,D,"Clinton, Hillary",89574,56.1,"Trump, Donald",61257,38.3,"Johnson, Gary",4328,2.7
AR,RANDOLPH,R,"Clinton, Hillary",1425,22.3,"Trump, Donald",4509,70.7,"Johnson, Gary",203,3.2
AR,SALINE,R,"Clinton, Hillary",13256,25.4,"Trump, Donald",35863,68.8,"Johnson, Gary",1466,2.8
AR,SCOTT,R,"Clinton, Hillary",602,17.2,"Trump, Donald",2731,77.8,"Johnson, Gary",83,2.4
AR,SEARCY,R,"Clinton, Hillary",601,16.1,"Trump, Donald",2955,79.3,"Johnson, Gary",68,1.8
AR,SEBASTIAN,R,"Clinton, Hillary",12300,27.6,"Trump, Donald",29127,65.3,"Johnson, Gary",1630,3.7
AR,SEVIER,R,"Clinton, Hillary",1075,23.6,"Trump, Donald",3282,71.9,"Johnson, Gary",83,1.8
AR,SHARP,R,"Clinton, Hillary",1472,20.3,"Trump, Donald",5407,74.6,"Johnson, Gary",155,2.1
AR,ST. FRANCIS,D,"Clinton, Hillary",4031,54.3,"Trump, Donald",3195,43,"Johnson, Gary",64,0.9
AR,STONE,R,"Clinton, Hillary",1203,21.4,"Trump, Donald",4113,73.2,"Johnson, Gary",120,2.1
AR,UNION,R,"Clinton, Hillary",5855,34.7,"Trump, Donald",10456,61.9,"Johnson, Gary",275,1.6
AR,VAN BUREN,R,"Clinton, Hillary",1549,21.1,"Trump, Donald",5382,73.3,"Johnson, Gary",182,2.5
AR,WASHINGTON,R,"Clinton, Hillary",33366,40.8,"Trump, Donald",41476,50.7,"Johnson, Gary",3360,4.1
AR,WHITE,R,"Clinton, Hillary",5170,18.5,"Trump, Donald",21077,75.3,"Johnson, Gary",695,2.5
AR,WOODRUFF,R,"Clinton, Hillary",1118,43.5,"Trump, Donald",1347,52.4,"Johnson, Gary",45,1.8
AR,YELL,R,"Clinton, Hillary",1480,23,"Trump, Donald",4608,71.6,"Johnson, Gary",157,2.4
AZ,APACHE,D,"Clinton, Hillary",17083,63,"Trump, Donald",8240,30.4,"Johnson, Gary",1221,4.5
AZ,COCHISE,R,"Clinton, Hillary",17450,35.3,"Trump, Donald",28092,56.9,"Johnson, Gary",2394,4.8
AZ,COCONINO,D,"Clinton, Hillary",32404,55.4,"Trump, Donald",21108,36.1,"Johnson, Gary",2978,5.1
AZ,GILA,R,"Clinton, Hillary",7003,31.4,"Trump, Donald",14182,63.6,"Johnson, Gary",803,3.6
AZ,GRAHAM,R,"Clinton, Hillary",3301,27.2,"Trump, Donald",8025,66.1,"Johnson, Gary",497,4.1
AZ,GREENLEE,R,"Clinton, Hillary",1092,33.4,"Trump, Donald",1892,57.9,"Johnson, Gary",200,6.1
AZ,LA PAZ,R,"Clinton, Hillary",1575,26.8,"Trump, Donald",4003,68.1,"Johnson, Gary",211,3.6
AZ,MARICOPA,R,"Clinton, Hillary",702907,45.4,"Trump, Donald",747361,48.2,"Johnson, Gary",67043,4.3
AZ,MOHAVE,R,"Clinton, Hillary",17455,22,"Trump, Donald",58282,73.5,"Johnson, Gary",2639,3.3
AZ,NAVAJO,R,"Clinton, Hillary",16459,41.5,"Trump, Donald",20577,51.9,"Johnson, Gary",1410,3.6
AZ,PIMA,D,"Clinton, Hillary",224661,54,"Trump, Donald",167428,40.2,"Johnson, Gary",15620,3.8
AZ,PINAL,R,"Clinton, Hillary",47892,37.3,"Trump, Donald",72819,56.8,"Johnson, Gary",5010,3.9
AZ,SANTA CRUZ,D,"Clinton, Hillary",11690,71.8,"Trump, Donald",3897,23.9,"Johnson, Gary",432,2.7
AZ,YAVAPAI,R,"Clinton, Hillary",35590,31.5,"Trump, Donald",71330,63,"Johnson, Gary",3996,3.5
AZ,YUMA,R,"Clinton, Hillary",24605,46.9,"Trump, Donald",25165,48,"Johnson, Gary",1873,3.6
CA,ALAMEDA,D,"Clinton, Hillary",514842,78.7,"Trump, Donald",95922,14.7,"Johnson, Gary",16906,2.6
CA,ALPINE,D,"Clinton, Hillary",334,55.5,"Trump, Donald",217,36,"Johnson, Gary",25,4.2
CA,AMADOR,R,"Clinton, Hillary",6004,33.9,"Trump, Donald",10485,59.1,"Johnson, Gary",804,4.5
CA,BUTTE,R,"Clinton, Hillary",41567,43.5,"Trump, Donald",45144,47.2,"Johnson, Gary",4625,4.8
CA,CALAVERAS,R,"Clinton, Hillary",7944,34.3,"Trump, Donald",13511,58.4,"Johnson, Gary",1104,4.8
CA,COLUSA,R,"Clinton, Hillary",2661,40.1,"Trump, Donald",3551,53.5,"Johnson, Gary",260,3.9
CA,CONTRA COSTA,D,"Clinton, Hillary",319287,68.5,"Trump, Donald",115956,24.9,"Johnson, Gary",16123,3.5
CA,DEL NORTE,R,"Clinton, Hillary",3485,36.5,"Trump, Donald",5134,53.7,"Johnson, Gary",416,4.4
CA,EL DORADO,R,"Clinton, Hillary",36404,38.9,"Trump, Donald",49247,52.6,"Johnson, Gary",5027,5.4
CA,FRESNO,D,"Clinton, Hillary",141341,50.1,"Trump, Donald",124049,43.9,"Johnson, Gary",9246,3.3
CA,GLENN,R,"Clinton, Hillary",3065,32.4,"Trump, Donald",5788,61.1,"Johnson, Gary",375,4
CA,HUMBOLDT,D,"Clinton, Hillary",33200,56,"Trump, Donald",18373,31,"Johnson, Gary",2163,3.7
CA,IMPERIAL,D,"Clinton, Hillary",32667,67.9,"Trump, Donald",12704,26.4,"Johnson, Gary",1221,2.5
CA,INYO,R,"Clinton, Hillary",3155,39,"Trump, Donald",4248,52.5,"Johnson, Gary",328,4.1
CA,KERN,R,"Clinton, Hillary",98689,40.4,"Trump, Donald",129584,53.1,"Johnson, Gary",9359,3.8
CA,KINGS,R,"Clinton, Hillary",13617,40.2,"Trump, Donald",18093,53.3,"Johnson, Gary",1338,3.9
CA,LAKE,D,"Clinton, Hillary",11496,46.9,"Trump, Donald",10599,43.3,"Johnson, Gary",1095,4.5
CA,LASSEN,R,"Clinton, Hillary",2224,21.1,"Trump, Donald",7574,72,"Johnson, Gary",473,4.5
CA,LOS ANGELES,D,"Clinton, Hillary",2464364,71.8,"Trump, Donald",769743,22.4,"Johnson, Gary",88968,2.6
CA,MADERA,R,"Clinton, Hillary",17029,39.5,"Trump, Donald",23357,54.2,"Johnson, Gary",1558,3.6
CA,MARIN,D,"Clinton, Hillary",108707,78.1,"Trump, Donald",21771,15.6,"Johnson, Gary",4180,3
CA,MARIPOSA,R,"Clinton, Hillary",3122,35.2,"Trump, Donald",5185,58.4,"Johnson, Gary",326,3.7
CA,MENDOCINO,D,"Clinton, Hillary",22079,58.9,"Trump, Donald",10888,29.1,"Johnson, Gary",1331,3.6
CA,MERCED,D,"Clinton, Hillary",37317,52.7,"Trump, Donald",28725,40.6,"Johnson, Gary",2410,3.4
CA,MODOC,R,"Clinton, Hillary",877,23.2,"Trump, Donald",2696,71.2,"Johnson, Gary",122,3.2
CA,MONO,D,"Clinton, Hillary",2773,52.6,"Trump, Donald",2111,40,"Johnson, Gary",222,4.2
CA,MONTEREY,D,"Clinton, Hillary",89088,66.8,"Trump, Donald",34895,26.2,"Johnson, Gary",4547,3.4
CA,NAPA,D,"Clinton, Hillary",39199,63.9,"Trump, Donald",17411,28.4,"Johnson, Gary",2551,4.2
CA,NEVADA,D,"Clinton, Hillary",26053,47.4,"Trump, Donald",23365,42.5,"Johnson, Gary",2378,4.3
